name	faculty
HONOURS COMMUNICATION STUDIES & PHILOSOPHY	14
HONOURS COMMUNICATION STUDIES & POLITICAL SCIENCE	15
HONOURS COMPUTER SCIENCE CO-OP	03
HONOURS ENGLISH & PEACE STUDIES	14
HONOURS GERONTOLOGY & COGNITIVE SCIENCE OF LANGUAGE	15
HONOURS KINESIOLOGY	02
HONOURS POLITICAL SCIENCE & SOCIOLOGY	15
HONOURS PSYCHOLOGY-NEUROSCIENCE & BEHAVIOUR-MUSIC COGNITION	02
HUMANITIES	14
INDIGENOUS STUDIES & SOCIOLOGY	15
MATERIALS ENGINEERING - NANOMATERIALS STREAM	03
MECHANICAL ENGINEERING CO-OP	03
OBSTETRICS & GYNECOLOGY	23
PLASTIC SURGERY	23
RELIGIOUS STUDIES	15
SOCIOLOGY & SOCIAL WORK	15
CLASSICS	14
CLINICAL INVESTIGATOR PROGRAMME-TRANSFUSION MEDICINE	23
COMPUTER ENGINEERING & SOCIETY	03
COMPUTER ENGINEERING CO-OP	03
COMPUTER SCIENCE 1	03
CONTINUING	06
DIAGNOSTIC RADIOLOGY	23
ELECTRICAL ENGINEERING & INTERNATIONAL STUDIES CO-OP	03
ELECTRICAL ENGINEERING & SOCIETY	03
FAMILY MEDICINE - PALLIATIVE CARE	23
HONOURS ART HISTORY & MULTIMEDIA	14
HONOURS ART HISTORY & POLITICAL SCIENCE	14
HONOURS ARTS & SCIENCE & ANTHROPOLOGY	07
HONOURS ARTS & SCIENCE & THEATRE & FILM STUDIES	07
HONOURS BACHELOR OF COMMERCE	06
HONOURS CLASSICS & PEACE STUDIES	14
HONOURS COMPUTER SCIENCE B.A.SC. AS A SECOND DEGREE	03
HONOURS CULTURAL STUDIES & CRITICAL THEORY & HISTORY	14
HONOURS ENGLISH & GEOGRAPHY	14
HONOURS FRENCH & GEOGRAPHY	14
HONOURS FRENCH & POLITICAL SCIENCE	14
HONOURS HISTORY & PEACE STUDIES	14
HONOURS INTEGRATED SCIENCE (BIOLOGY)	02
HONOURS KINESIOLOGY 1	02
HONOURS LABOUR STUDIES & POLITICAL SCIENCE	15
HONOURS LINGUISTICS & ANTHROPOLOGY	14
HONOURS MOLECULAR BIOLOGY & GENETICS CO-OP	02
HONOURS PHYSICS	02
HONOURS SOCIOLOGY & THEATRE & FILM STUDIES	14
MATERIALS ENGINEERING & MANAGEMENT CO-OP	03
MECHATRONICS ENGINEERING CO-OP	03
NURSING	05
NURSING (BASIC ACCELERATED)	05
RADIATION ONCOLOGY	23
SOCIAL SCIENCES	15
ANTHROPOLOGY	15
CHEMICAL ENGINEERING & SOCIETY	03
CIVIL ENGINEERING & MANAGEMENT	03
CIVIL ENG-STRUCTURAL/GEOTECHNICAL ENGINEERING STREAM	03
CLINICAL EPIDEMIOLOGY & BIOSTATISTICS	23
CLINICAL IMMUNOLOGY - ADULT/INTERNAL MEDICINE	23
ENDOCRINOLOGY/INTERNAL MEDICINE	23
ENGINEERING PHYSICS & MANAGEMENT	03
GENERAL PATHOLOGY	23
HONOURS ART HISTORY & PHILOSOPHY	14
HONOURS CHEMISTRY	02
HONOURS CLASSICS	14
HONOURS CLASSICS & THEATRE & FILM STUDIES	14
HONOURS FRENCH & PSYCHOLOGY	14
HONOURS GEOGRAPHY & ENVIRONMENTAL SCIENCES	02
HONOURS HEALTH STUDIES & PEACE STUDIES	15
HONOURS HISTORY & ECONOMICS	14
HONOURS HISTORY & MULTIMEDIA	14
LABOUR STUDIES & SOCIAL WORK	15
MECHANICAL ENGINEERING	03
MEDICAL ONCOLOGY	23
THEATRE & FILM STUDIES	14
